movieId,titulo_movie_lens,genres,tag,geral
31851,Sons of the Desert (1933),Comedy,,Sons of the Desert  1933  Comedy nan
31867,Man of the House (2005),Action|Comedy,,Man of the House  2005  Action Comedy nan
31878,Kung Fu Hustle (Gong fu) (2004),Action|Comedy,,Kung Fu Hustle  Gong fu   2004  Action Comedy nan
31903,Zelary (2003),Drama|Romance,marriage,Zelary  2003  Drama Romance marriage
31909,Dr. Giggles (1992),Comedy|Horror,,Dr. Giggles  1992  Comedy Horror nan
31921,"Seven-Per-Cent Solution, The (1976)",Adventure|Comedy|Crime|Drama|Mystery|Thriller,,Seven-Per-Cent Solution  The  1976  Adventure Comedy Crime Drama Mystery Thriller nan
31923,"Three Musketeers, The (1973)",Action|Adventure|Comedy,In Netflix queue,Three Musketeers  The  1973  Action Adventure Comedy In Netflix queue
31925,Royal Flash (1975),Adventure|Comedy|Romance,,Royal Flash  1975  Adventure Comedy Romance nan
31952,Control (Kontroll) (2003),Comedy|Crime|Drama|Mystery,,Control  Kontroll   2003  Comedy Crime Drama Mystery nan
31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),Drama|War,,Germany Year Zero  Germania anno zero   Deutschland im Jahre Null   1948  Drama War nan
32009,Tyler Perry's Diary of a Mad Black Woman (2005),Comedy|Drama|Romance,,Tyler Perry's Diary of a Mad Black Woman  2005  Comedy Drama Romance nan
32011,Cursed (2005),Horror|Thriller,,Cursed  2005  Horror Thriller nan
32017,"Pacifier, The (2005)",Action|Comedy,,Pacifier  The  2005  Action Comedy nan
32019,Be Cool (2005),Comedy|Crime|Musical,,Be Cool  2005  Comedy Crime Musical nan
32022,Gunner Palace (2004),Documentary|War,,Gunner Palace  2004  Documentary War nan
32029,Hostage (2005),Action|Crime|Drama|Thriller,,Hostage  2005  Action Crime Drama Thriller nan
32031,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,,Robots  2005  Adventure Animation Children Comedy Fantasy Sci-Fi IMAX nan
32058,Class Action (1991),Drama,,Class Action  1991  Drama nan
32060,"Cat and the Canary, The (1927)",Horror|Mystery,,Cat and the Canary  The  1927  Horror Mystery nan
32116,"Oh, God! You Devil (1984)",Comedy,,Oh  God! You Devil  1984  Comedy nan
32139,"Agony and the Ecstasy, The (1965)",Drama,,Agony and the Ecstasy  The  1965  Drama nan
32160,Twentieth Century (1934),Comedy,In Netflix queue,Twentieth Century  1934  Comedy In Netflix queue
32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),Crime|Drama|Thriller,,Elevator to the Gallows  a.k.a. Frantic   Ascenseur pour l'échafaud   1958  Crime Drama Thriller nan
32213,Cube Zero (2004),Horror|Mystery|Sci-Fi|Thriller,,Cube Zero  2004  Horror Mystery Sci-Fi Thriller nan
32234,Julia (1977),Drama,,Julia  1977  Drama nan
32243,Stealing Rembrandt (Rembrandt) (2003),Action|Comedy|Crime,,Stealing Rembrandt  Rembrandt   2003  Action Comedy Crime nan
32289,Ice Princess (2005),Children|Comedy|Drama,,Ice Princess  2005  Children Comedy Drama nan
32291,Melinda and Melinda (2004),Comedy|Drama,,Melinda and Melinda  2004  Comedy Drama nan
32294,Milk and Honey (2003),Drama,,Milk and Honey  2003  Drama nan
32296,Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime,,Miss Congeniality 2: Armed and Fabulous  2005  Adventure Comedy Crime nan
32298,Guess Who (2005),Comedy|Romance,,Guess Who  2005  Comedy Romance nan
32300,D.E.B.S. (2004),Action|Comedy,,D.E.B.S.  2004  Action Comedy nan
32302,"League of Ordinary Gentlemen, A (2004)",Documentary,,League of Ordinary Gentlemen  A  2004  Documentary nan
32314,Incident at Loch Ness (2004),Adventure|Comedy|Documentary,,Incident at Loch Ness  2004  Adventure Comedy Documentary nan
32371,Call Northside 777 (1948),Crime|Drama|Film-Noir,In Netflix queue,Call Northside 777  1948  Crime Drama Film-Noir In Netflix queue
32387,"Sword of Doom, The (Dai-bosatsu tôge) (1966)",Action|Drama,,Sword of Doom  The  Dai-bosatsu tôge   1966  Action Drama nan
32392,800 Bullets (800 Balas) (2002),Comedy|Crime|Drama|Western,,800 Bullets  800 Balas   2002  Comedy Crime Drama Western nan
32440,If Looks Could Kill (1991),Action|Comedy,,If Looks Could Kill  1991  Action Comedy nan
32442,Greedy (1994),Comedy,,Greedy  1994  Comedy nan
32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",Animation|Comedy|Drama|Fantasy,,Pom Poko  a.k.a. Raccoon War  The   Heisei tanuki gassen pompoko   1994  Animation Comedy Drama Fantasy nan
32460,Knockin' on Heaven's Door (1997),Action|Comedy|Crime|Drama,,Knockin' on Heaven's Door  1997  Action Comedy Crime Drama nan
32469,We're No Angels (1955),Comedy|Crime|Drama,,We're No Angels  1955  Comedy Crime Drama nan
32511,"Touch of Zen, A (Xia nu) (1971)",Action|Adventure,,Touch of Zen  A  Xia nu   1971  Action Adventure nan
32515,Walker (1987),Adventure|Drama|War|Western,,Walker  1987  Adventure Drama War Western nan
32554,Memories (Memorîzu) (1995),Animation|Fantasy|Sci-Fi|Thriller,,Memories  Memorîzu   1995  Animation Fantasy Sci-Fi Thriller nan
32582,"Wild Parrots of Telegraph Hill, The (2003)",Documentary,birds|parrots,Wild Parrots of Telegraph Hill  The  2003  Documentary birds parrots
32584,"Ballad of Jack and Rose, The (2005)",Drama,fatherhood,Ballad of Jack and Rose  The  2005  Drama fatherhood
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,cult,Sin City  2005  Action Crime Film-Noir Mystery Thriller cult
32589,Beauty Shop (2005),Comedy,,Beauty Shop  2005  Comedy nan
32596,Sahara (2005),Action|Adventure|Comedy,,Sahara  2005  Action Adventure Comedy nan
32598,Fever Pitch (2005),Comedy|Romance,,Fever Pitch  2005  Comedy Romance nan
32600,Eros (2004),Drama,,Eros  2004  Drama nan
32620,Not on the Lips (Pas sur la bouche) (2003),Comedy|Musical|Romance,,Not on the Lips  Pas sur la bouche   2003  Comedy Musical Romance nan
32632,Electra Glide in Blue (1973),Action|Crime,,Electra Glide in Blue  1973  Action Crime nan
32649,"Special Day, A (Giornata particolare, Una) (1977)",Drama|War,,Special Day  A  Giornata particolare  Una   1977  Drama War nan
32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",Animation|Drama,,Man Who Planted Trees  The  Homme qui plantait des arbres  L'   1987  Animation Drama nan
32659,Tanguy (2001),Comedy,,Tanguy  2001  Comedy nan
32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),Comedy,,National Lampoon's Lady Killers  National Lampoon's Gold Diggers   2003  Comedy nan
32728,"Little Girl Who Lives Down the Lane, The (1976)",Drama|Mystery|Thriller,,Little Girl Who Lives Down the Lane  The  1976  Drama Mystery Thriller nan
32743,Ringu 0: Bâsudei (2000),Drama|Horror|Thriller,,Ringu 0: Bâsudei  2000  Drama Horror Thriller nan
32770,Brothers (Brødre) (2004),Drama,,Brothers  Brødre   2004  Drama nan
32799,Maidens in Uniform (Mädchen in Uniform) (1931),Drama|Romance,,Maidens in Uniform  Mädchen in Uniform   1931  Drama Romance nan
32862,With Six You Get Eggroll (1968),Comedy|Romance,,With Six You Get Eggroll  1968  Comedy Romance nan
32875,Holiday (Jour de fête) (1949),Comedy,,Holiday  Jour de fête   1949  Comedy nan
32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),Drama|War,,Ivan's Childhood  a.k.a. My Name is Ivan   Ivanovo detstvo   1962  Drama War nan
32898,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",Action|Adventure|Fantasy|Sci-Fi,,Trip to the Moon  A  Voyage dans la lune  Le   1902  Action Adventure Fantasy Sci-Fi nan
32906,"Ascent, The (Voskhozhdeniye) (1977)",Drama|War,,Ascent  The  Voskhozhdeniye   1977  Drama War nan
32914,Carrie (2002),Drama|Horror|Thriller,,Carrie  2002  Drama Horror Thriller nan
32917,Boccaccio '70 (1962),Comedy|Fantasy|Romance,,Boccaccio '70  1962  Comedy Fantasy Romance nan
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,,Hitchhiker's Guide to the Galaxy  The  2005  Adventure Comedy Sci-Fi nan
33085,"Amityville Horror, The (2005)",Horror|Thriller,,Amityville Horror  The  2005  Horror Thriller nan
33090,Mutant Aliens (2001),Animation|Comedy|Sci-Fi,,Mutant Aliens  2001  Animation Comedy Sci-Fi nan
33124,Before the Fall (NaPolA - Elite für den Führer) (2004),Drama|War,,Before the Fall  NaPolA - Elite für den Führer   2004  Drama War nan
33126,"Frisco Kid, The (1979)",Comedy|Western,,Frisco Kid  The  1979  Comedy Western nan
33132,State Property 2 (2005),Action|Crime|Drama,,State Property 2  2005  Action Crime Drama nan
33138,Palindromes (2004),Adventure|Comedy|Drama,,Palindromes  2004  Adventure Comedy Drama nan
33145,"Lot Like Love, A (2005)",Comedy|Drama|Romance,,Lot Like Love  A  2005  Comedy Drama Romance nan
33148,King's Ransom (2005),Comedy|Crime,,King's Ransom  2005  Comedy Crime nan
33154,Enron: The Smartest Guys in the Room (2005),Documentary,business|money|scandal,Enron: The Smartest Guys in the Room  2005  Documentary business money scandal
33158,xXx: State of the Union (2005),Action|Crime|Thriller,,xXx: State of the Union  2005  Action Crime Thriller nan
33162,Kingdom of Heaven (2005),Action|Drama|Romance|War,David Thewlis|Eva Green|Liam Neeson|Orlando Bloom,Kingdom of Heaven  2005  Action Drama Romance War David Thewlis Eva Green Liam Neeson Orlando Bloom
33164,House of Wax (2005),Horror|Thriller,,House of Wax  2005  Horror Thriller nan
33166,Crash (2004),Crime|Drama,racism,Crash  2004  Crime Drama racism
33171,Mysterious Skin (2004),Drama|Mystery,,Mysterious Skin  2004  Drama Mystery nan
33188,Mischief (1985),Comedy|Romance,,Mischief  1985  Comedy Romance nan
33201,Between Your Legs (Entre las piernas) (1999),Drama|Mystery|Romance|Thriller,,Between Your Legs  Entre las piernas   1999  Drama Mystery Romance Thriller nan
33237,San Francisco (1936),Drama|Musical|Romance,,San Francisco  1936  Drama Musical Romance nan
33294,Vampire Hunter D (1985),Animation|Fantasy|Horror,,Vampire Hunter D  1985  Animation Fantasy Horror nan
33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",Drama|Romance,,Common Thread  A  a.k.a. Sequins   Brodeuses   2004  Drama Romance nan
33312,"Cocoanuts, The (1929)",Comedy|Musical,,Cocoanuts  The  1929  Comedy Musical nan
33421,Dear Wendy (2005),Drama,,Dear Wendy  2005  Drama nan
33435,Los Angeles Plays Itself (2003),Documentary,,Los Angeles Plays Itself  2003  Documentary nan
33437,Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller,,Unleashed  Danny the Dog   2005  Action Crime Drama Thriller nan
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,space|space opera,Star Wars: Episode III - Revenge of the Sith  2005  Action Adventure Sci-Fi space space opera
33495,Kicking & Screaming (2005),Comedy,,Kicking & Screaming  2005  Comedy nan
33499,Monster-in-Law (2005),Comedy|Romance,,Monster-in-Law  2005  Comedy Romance nan
33558,"Snow Walker, The (2003)",Adventure|Drama,,Snow Walker  The  2003  Adventure Drama nan
33564,Divorce - Italian Style (Divorzio all'italiana) (1961),Comedy,,Divorce - Italian Style  Divorzio all'italiana   1961  Comedy nan
33615,Madagascar (2005),Adventure|Animation|Children|Comedy,,Madagascar  2005  Adventure Animation Children Comedy nan
33629,Airborne (1993),Adventure|Comedy,,Airborne  1993  Adventure Comedy nan
33639,Mad Hot Ballroom (2005),Children|Documentary,,Mad Hot Ballroom  2005  Children Documentary nan
33644,Dominion: Prequel to the Exorcist (2005),Horror|Thriller,,Dominion: Prequel to the Exorcist  2005  Horror Thriller nan
33646,"Longest Yard, The (2005)",Comedy|Drama,,Longest Yard  The  2005  Comedy Drama nan
33649,Saving Face (2004),Comedy|Drama|Romance,,Saving Face  2004  Comedy Drama Romance nan
33660,Cinderella Man (2005),Drama|Romance,boksdrama|boxing,Cinderella Man  2005  Drama Romance boksdrama boxing
33669,"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama,,Sisterhood of the Traveling Pants  The  2005  Adventure Comedy Drama nan
33672,Lords of Dogtown (2005),Action|Comedy|Drama,,Lords of Dogtown  2005  Action Comedy Drama nan
33677,Rock School (2005),Documentary,,Rock School  2005  Documentary nan
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,,Mr. & Mrs. Smith  2005  Action Adventure Comedy Romance nan
33681,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",Action|Adventure|Children|Fantasy,,Adventures of Sharkboy and Lavagirl 3-D  The  2005  Action Adventure Children Fantasy nan
33683,High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller,,High Tension  Haute tension   Switchblade Romance   2003  Horror Thriller nan
33725,It's All Gone Pete Tong (2004),Comedy|Drama|Musical,,It's All Gone Pete Tong  2004  Comedy Drama Musical nan
33779,Eddie Izzard: Dress to Kill (1999),Comedy,,Eddie Izzard: Dress to Kill  1999  Comedy nan
33781,Quo Vadis (1951),Drama|Romance,,Quo Vadis  1951  Drama Romance nan
33794,Batman Begins (2005),Action|Crime|IMAX,,Batman Begins  2005  Action Crime IMAX nan
33801,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),Action|Adventure|Fantasy|Sci-Fi,,Godzilla: Final Wars  Gojira: Fainaru uôzu   2004  Action Adventure Fantasy Sci-Fi nan
33815,"Perfect Man, The (2005)",Comedy|Drama|Romance,,Perfect Man  The  2005  Comedy Drama Romance nan
33826,Saint Ralph (2004),Comedy|Drama,,Saint Ralph  2004  Comedy Drama nan
33830,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance,,Herbie: Fully Loaded  2005  Adventure Comedy Romance nan
33834,Land of the Dead (2005),Action|Horror|Thriller,,Land of the Dead  2005  Action Horror Thriller nan
33836,Bewitched (2005),Comedy|Fantasy|Romance,,Bewitched  2005  Comedy Fantasy Romance nan
33838,Rize (2005),Documentary,,Rize  2005  Documentary nan
33880,Me and You and Everyone We Know (2005),Comedy|Drama,,Me and You and Everyone We Know  2005  Comedy Drama nan
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",Comedy|Crime|Thriller,,Perfect Crime  The  Crimen Ferpecto   Ferpect Crime   2004  Comedy Crime Thriller nan
33896,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror,,3 Extremes  Three... Extremes   Saam gaang yi   2004  Horror nan
33903,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance,,Edukators  The  Die Fetten Jahre sind vorbei   2004  Comedy Crime Drama Romance nan
33966,Cop and ½ (1993),Comedy,,Cop and ½  1993  Comedy nan
34018,At the Circus (1939),Comedy|Musical,,At the Circus  1939  Comedy Musical nan
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,,War of the Worlds  2005  Action Adventure Sci-Fi Thriller nan
34072,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,,March of the Penguins  Marche de l'empereur  La   2005  Documentary nan
34129,Rebound (2005),Comedy,,Rebound  2005  Comedy nan
34143,Dark Water (2005),Drama|Horror|Thriller,,Dark Water  2005  Drama Horror Thriller nan
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama,,Beat That My Heart Skipped  The  battre mon coeur s'est arrêté  De   2005  Drama nan
34150,Fantastic Four (2005),Action|Adventure|Sci-Fi,Chris Evans|comic book|heroine in tight suit|Jessica Alba|sexy female scientist|superhero,Fantastic Four  2005  Action Adventure Sci-Fi Chris Evans comic book heroine in tight suit Jessica Alba sexy female scientist superhero
34153,Murderball (2005),Documentary,,Murderball  2005  Documentary nan
34162,Wedding Crashers (2005),Comedy|Romance,stiller,Wedding Crashers  2005  Comedy Romance stiller
34164,Happy Endings (2005),Comedy|Drama,,Happy Endings  2005  Comedy Drama nan
34271,Hustle & Flow (2005),Crime|Drama,hip hop,Hustle & Flow  2005  Crime Drama hip hop
34292,Hardware (1990),Action|Horror|Sci-Fi,,Hardware  1990  Action Horror Sci-Fi nan
34312,"Calcium Kid, The (2004)",Comedy,,Calcium Kid  The  2004  Comedy nan
34319,"Island, The (2005)",Action|Sci-Fi|Thriller,,Island  The  2005  Action Sci-Fi Thriller nan
34321,Bad News Bears (2005),Children|Comedy,,Bad News Bears  2005  Children Comedy nan
34323,"Devil's Rejects, The (2005)",Action|Crime|Horror,Rob Zombie,Devil's Rejects  The  2005  Action Crime Horror Rob Zombie
34326,Last Days (2005),Drama,,Last Days  2005  Drama nan
34330,November (2004),Drama|Mystery,,November  2004  Drama Mystery nan
34332,Sky High (2005),Action|Adventure|Children|Comedy,,Sky High  2005  Action Adventure Children Comedy nan
34334,Stealth (2005),Action|Adventure|Sci-Fi|Thriller,,Stealth  2005  Action Adventure Sci-Fi Thriller nan
34336,Must Love Dogs (2005),Comedy|Romance,,Must Love Dogs  2005  Comedy Romance nan
34338,"Aristocrats, The (2005)",Comedy|Documentary,,Aristocrats  The  2005  Comedy Documentary nan
34359,Georgy Girl (1966),Comedy,pregnancy,Georgy Girl  1966  Comedy pregnancy
34397,"Order, The (2001)",Action|Adventure|Drama|Thriller,,Order  The  2001  Action Adventure Drama Thriller nan
34405,Serenity (2005),Action|Adventure|Sci-Fi,predictable|Firefly,Serenity  2005  Action Adventure Sci-Fi predictable Firefly
34437,Broken Flowers (2005),Comedy|Drama,In Netflix queue,Broken Flowers  2005  Comedy Drama In Netflix queue
34450,Miracles - Mr. Canton and Lady Rose (1989),Action|Comedy|Crime|Drama,,Miracles - Mr. Canton and Lady Rose  1989  Action Comedy Crime Drama nan
34482,"Browning Version, The (1951)",Drama,In Netflix queue,Browning Version  The  1951  Drama In Netflix queue
34520,"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy,,Dukes of Hazzard  The  2005  Action Adventure Comedy nan
34523,The Chumscrubber (2005),Comedy|Drama,,The Chumscrubber  2005  Comedy Drama nan
34528,Junebug (2005),Comedy|Drama,pregnancy,Junebug  2005  Comedy Drama pregnancy
34530,Deuce Bigalow: European Gigolo (2005),Comedy,,Deuce Bigalow: European Gigolo  2005  Comedy nan
34532,"Skeleton Key, The (2005)",Drama|Horror|Mystery|Thriller,,Skeleton Key  The  2005  Drama Horror Mystery Thriller nan
34534,Four Brothers (2005),Action|Crime|Drama,,Four Brothers  2005  Action Crime Drama nan
34536,The Great Raid (2005),Action|Drama|War,,The Great Raid  2005  Action Drama War nan
34540,Pretty Persuasion (2005),Comedy|Drama,,Pretty Persuasion  2005  Comedy Drama nan
34542,Grizzly Man (2005),Documentary,Animal movie|bears,Grizzly Man  2005  Documentary Animal movie bears
34800,Private Resort (1985),Comedy,,Private Resort  1985  Comedy nan
34811,Pusher II: With Blood on My Hands (2004),Action|Crime|Drama|Thriller,,Pusher II: With Blood on My Hands  2004  Action Crime Drama Thriller nan
35015,Duma (2005),Adventure|Drama,Animal movie|In Netflix queue,Duma  2005  Adventure Drama Animal movie In Netflix queue
35347,Animal Farm (1954),Animation|Drama,,Animal Farm  1954  Animation Drama nan
35807,"Teahouse of the August Moon, The (1956)",Comedy,,Teahouse of the August Moon  The  1956  Comedy nan
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,BEST PICTURE|classic|hilarious|steve carell,40-Year-Old Virgin  The  2005  Comedy Romance BEST PICTURE classic hilarious steve carell
35957,Red Eye (2005),Horror|Thriller,,Red Eye  2005  Horror Thriller nan
36276,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller,,Hidden  a.k.a. Cache   Caché   2005  Drama Mystery Thriller nan
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),Adventure|Children|Comedy|Fantasy,,Asterix & Obelix vs. Caesar  Astérix et Obélix contre César   1999  Adventure Children Comedy Fantasy nan
36363,Kin-Dza-Dza! (1986),Comedy|Drama|Sci-Fi,,Kin-Dza-Dza!  1986  Comedy Drama Sci-Fi nan
36397,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War,,Valiant  2005  Adventure Animation Children Comedy Fantasy War nan
36401,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,,Brothers Grimm  The  2005  Comedy Fantasy Horror Thriller nan
36477,"Baxter, The (2005)",Comedy|Drama|Romance,,Baxter  The  2005  Comedy Drama Romance nan
36509,"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,,Cave  The  2005  Action Adventure Horror Mystery Sci-Fi Thriller nan
36517,"Constant Gardener, The (2005)",Drama|Thriller,Africa|business|politics,Constant Gardener  The  2005  Drama Thriller Africa business politics
36519,Transporter 2 (2005),Action|Crime|Thriller,,Transporter 2  2005  Action Crime Thriller nan
36525,Just Like Heaven (2005),Comedy|Fantasy|Romance,,Just Like Heaven  2005  Comedy Fantasy Romance nan
36527,Proof (2005),Drama,mathematics,Proof  2005  Drama mathematics
36529,Lord of War (2005),Action|Crime|Drama|Thriller|War,wapendrama,Lord of War  2005  Action Crime Drama Thriller War wapendrama
36533,Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller,,Cry_Wolf  a.k.a. Cry Wolf   2005  Drama Horror Mystery Thriller nan
36535,Everything Is Illuminated (2005),Comedy|Drama,In Netflix queue,Everything Is Illuminated  2005  Comedy Drama In Netflix queue
36537,Thumbsucker (2005),Comedy|Drama,,Thumbsucker  2005  Comedy Drama nan
36708,Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy,,Family Guy Presents Stewie Griffin: The Untold Story  2005  Adventure Animation Comedy nan
36850,Police Story 2 (Ging chaat goo si juk jaap) (1988),Action|Comedy|Crime|Thriller,,Police Story 2  Ging chaat goo si juk jaap   1988  Action Comedy Crime Thriller nan
36931,New Police Story (Xin jing cha gu shi) (2004),Action|Crime|Drama,,New Police Story  Xin jing cha gu shi   2004  Action Crime Drama nan
37211,Go West (1940),Comedy|Musical|Western,,Go West  1940  Comedy Musical Western nan
37240,Why We Fight (2005),Documentary,In Netflix queue,Why We Fight  2005  Documentary In Netflix queue
37380,Doom (2005),Action|Horror|Sci-Fi,,Doom  2005  Action Horror Sci-Fi nan
37382,Domino (2005),Crime|Drama|Thriller,,Domino  2005  Crime Drama Thriller nan
37384,Waiting... (2005),Comedy,restaurant,Waiting...  2005  Comedy restaurant
37386,Aeon Flux (2005),Action|Sci-Fi,,Aeon Flux  2005  Action Sci-Fi nan
37444,Frankenstein 90 (1984),Comedy|Horror|Romance,,Frankenstein 90  1984  Comedy Horror Romance nan
37475,"Unfinished Life, An (2005)",Drama,,Unfinished Life  An  2005  Drama nan
37477,"Man, The (2005)",Action|Comedy|Crime,,Man  The  2005  Action Comedy Crime nan
37495,Survive Style 5+ (2004),Fantasy|Mystery|Romance|Thriller,,Survive Style 5+  2004  Fantasy Mystery Romance Thriller nan
37545,Woyzeck (1979),Drama,,Woyzeck  1979  Drama nan
37720,"Exorcism of Emily Rose, The (2005)",Crime|Drama|Horror|Thriller,,Exorcism of Emily Rose  The  2005  Crime Drama Horror Thriller nan
37727,Flightplan (2005),Action|Drama|Thriller,,Flightplan  2005  Action Drama Thriller nan
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,gothic|helena bonham carter|Johnny Depp|Tim Burton|visually appealing|animation|06 Oscar Nominated Best Movie - Animation,Corpse Bride  2005  Animation Comedy Fantasy Musical Romance gothic helena bonham carter Johnny Depp Tim Burton visually appealing animation 06 Oscar Nominated Best Movie - Animation
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,,Green Street Hooligans  a.k.a. Hooligans   2005  Crime Drama nan
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,In Netflix queue,History of Violence  A  2005  Action Crime Drama Thriller In Netflix queue
37736,Oliver Twist (2005),Drama,Dickens,Oliver Twist  2005  Drama Dickens
37739,"Greatest Game Ever Played, The (2005)",Drama,,Greatest Game Ever Played  The  2005  Drama nan
37741,Capote (2005),Crime|Drama,Truman Capote,Capote  2005  Crime Drama Truman Capote
37830,Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi,,Final Fantasy VII: Advent Children  2004  Action Adventure Animation Fantasy Sci-Fi nan
37844,Roll Bounce (2005),Comedy|Drama|Romance,,Roll Bounce  2005  Comedy Drama Romance nan
37853,Into the Blue (2005),Action|Adventure|Crime|Thriller,,Into the Blue  2005  Action Adventure Crime Thriller nan
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy,,MirrorMask  2005  Adventure Children Drama Fantasy nan
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,06 Oscar Nominated Best Movie - Animation|Aardman,Wallace & Gromit in The Curse of the Were-Rabbit  2005  Adventure Animation Children Comedy 06 Oscar Nominated Best Movie - Animation Aardman
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,black comedy|clever|fast-paced dialogue|good dialogue|Robert Downey Jr.|witty|In Netflix queue,Kiss Kiss Bang Bang  2005  Comedy Crime Mystery Thriller black comedy clever fast-paced dialogue good dialogue Robert Downey Jr. witty In Netflix queue
38095,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action|Crime|Drama,,Bittersweet Life  A  Dalkomhan insaeng   2005  Action Crime Drama nan
38159,"Short Film About Love, A (Krótki film o milosci) (1988)",Drama|Romance,,Short Film About Love  A  Krótki film o milosci   1988  Drama Romance nan
38164,"All This, and Heaven Too (1940)",Drama|Romance,,All This  and Heaven Too  1940  Drama Romance nan
38198,Darwin's Nightmare (2004),Documentary,,Darwin's Nightmare  2004  Documentary nan
38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy,,Beowulf & Grendel  2005  Action Adventure Drama Fantasy nan
38304,No Direction Home: Bob Dylan (2005),Documentary,,No Direction Home: Bob Dylan  2005  Documentary nan
38388,Goal! The Dream Begins (Goal!) (2005),Drama,,Goal! The Dream Begins  Goal!   2005  Drama nan
38583,"Wraith, The (1986)",Action|Horror|Sci-Fi|Thriller,,Wraith  The  1986  Action Horror Sci-Fi Thriller nan
38798,In Her Shoes (2005),Comedy|Drama,sisters,In Her Shoes  2005  Comedy Drama sisters
38886,"Squid and the Whale, The (2005)",Comedy|Drama,divorce,Squid and the Whale  The  2005  Comedy Drama divorce
38992,Two for the Money (2005),Drama,,Two for the Money  2005  Drama nan
39183,Brokeback Mountain (2005),Drama|Romance,,Brokeback Mountain  2005  Drama Romance nan
39231,Elizabethtown (2005),Comedy|Drama|Romance,,Elizabethtown  2005  Comedy Drama Romance nan
39234,North Country (2005),Drama,courtroom drama|In Netflix queue,North Country  2005  Drama courtroom drama In Netflix queue
39292,"Good Night, and Good Luck. (2005)",Crime|Drama,In Netflix queue|journalism|McCarthy hearings|Morrow,Good Night  and Good Luck.  2005  Crime Drama In Netflix queue journalism McCarthy hearings Morrow
39307,Dreamer: Inspired by a True Story (2005),Children|Drama,,Dreamer: Inspired by a True Story  2005  Children Drama nan
39381,"Proposition, The (2005)",Crime|Drama|Western,,Proposition  The  2005  Crime Drama Western nan
39400,"Fog, The (2005)",Action|Horror|Mystery|Thriller,,Fog  The  2005  Action Horror Mystery Thriller nan
39414,Shopgirl (2005),Comedy|Drama|Romance,,Shopgirl  2005  Comedy Drama Romance nan
39427,Stay (2005),Thriller,,Stay  2005  Thriller nan
39435,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western,,Legend of Zorro  The  2005  Action Adventure Drama Western nan
