,movieId,titulo_movie_lens,count_ratings
5309,8807,Harold and Kumar Go to White Castle (2004),34
5310,8808,"Princess Diaries 2: Royal Engagement, The (2004)",7
5311,8809,Danny Deckchair (2003),2
5312,8810,AVP: Alien vs. Predator (2004),17
5313,8813,We Don't Live Here Anymore (2004),2
5314,8814,Without a Paddle (2004),7
5315,8815,Exorcist: The Beginning (2004),3
5316,8827,"Bill Cosby, Himself (1983)",5
5317,8830,Anacondas: The Hunt for the Blood Orchid (2004),2
5318,8831,Suspect Zero (2004),1
5319,8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),2
5320,8833,Vanity Fair (2004),3
5321,8835,Paparazzi (2004),3
5322,8836,Wicker Park (2004),3
5323,8838,Alice Doesn't Live Here Anymore (1974),3
5324,8840,Who's That Knocking at My Door? (1967),1
5325,8844,Camera Buff (Amator) (1979),1
5326,8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",2
5327,8860,Cellular (2004),7
5328,8861,Resident Evil: Apocalypse (2004),14
5329,8864,Mr. 3000 (2004),3
5330,8865,Sky Captain and the World of Tomorrow (2004),18
5331,8866,Wimbledon (2004),9
5332,8869,First Daughter (2004),6
5333,8870,"Forgotten, The (2004)",5
5334,8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",27
5335,8874,Shaun of the Dead (2004),77
5336,8875,"Come Back, Little Sheba (1952)",1
5337,8879,Murder on the Orient Express (1974),6
5338,8880,Mask (1985),7
5339,8894,Orca: The Killer Whale (1977),1
5340,8905,1492: Conquest of Paradise (1992),1
5341,8906,Cannibal Holocaust (1980),3
5342,8907,Shark Tale (2004),13
5343,8908,Ladder 49 (2004),6
5344,8910,I Heart Huckabees (2004),21
5345,8911,Raise Your Voice (2004),1
5346,8912,Taxi (2004),2
5347,8914,Primer (2004),17
5348,8915,Stage Beauty (2004),1
5349,8916,Shall We Dance? (2004),3
5350,8917,Team America: World Police (2004),32
5351,8918,Eulogy (2004),1
5352,8919,P.S. (2004),2
5353,8920,"Country Girl, The (1954)",1
5354,8921,"Rose Tattoo, The (1955)",1
5355,8928,"Fearless Vampire Killers, The (1967)",3
5356,8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",1
5357,8934,Bebe's Kids (1992),1
5358,8937,Friday Night Lights (2004),8
5359,8938,Tarnation (2003),1
5360,8939,"Final Cut, The (2004)",3
5361,8943,Being Julia (2004),2
5362,8946,Surviving Christmas (2004),2
5363,8947,"Grudge, The (2004)",10
5364,8948,Alfie (2004),3
5365,8949,Sideways (2004),39
5366,8950,The Machinist (2004),38
5367,8951,Vera Drake (2004),4
5368,8952,Falling Angels (2003),1
5369,8954,Lightning in a Bottle (2004),1
5370,8955,Undertow (2004),1
5371,8957,Saw (2004),33
5372,8958,Ray (2004),19
5373,8959,Birth (2004),3
5374,8961,"Incredibles, The (2004)",125
5375,8964,Callas Forever (2002),1
5376,8965,"Polar Express, The (2004)",11
5377,8966,Kinsey (2004),8
5378,8967,Seed of Chucky (Child's Play 5) (2004),4
5379,8968,After the Sunset (2004),6
5380,8969,Bridget Jones: The Edge of Reason (2004),20
5381,8970,Finding Neverland (2004),32
5382,8972,National Treasure (2004),38
5383,8973,Bad Education (La mala educación) (2004),8
5384,8974,"SpongeBob SquarePants Movie, The (2004)",2
5385,8977,Alexander (2004),10
5386,8978,Christmas with the Kranks (2004),2
5387,8979,Guerrilla: The Taking of Patty Hearst (2004),1
5388,8981,Closer (2004),16
5389,8982,I Am David (2003),3
5390,8983,House of Flying Daggers (Shi mian mai fu) (2004),25
5391,8984,Ocean's Twelve (2004),43
5392,8985,Blade: Trinity (2004),14
5393,8987,Bush's Brain (2004),1
5394,8989,Damn Yankees! (1958),1
5395,8998,That's Entertainment (1974),1
5396,9004,D.A.R.Y.L. (1985),1
5397,9005,Fire in the Sky (1993),2
5398,9008,"Invisible Man Returns, The (1940)",1
5399,9010,Love Me If You Dare (Jeux d'enfants) (2003),5
5400,9018,Control Room (2004),3
5401,25746,"Hunchback of Notre Dame, The (1923)",1
5402,25750,Sherlock Jr. (1924),2
5403,25752,"Freshman, The (1925)",1
5404,25753,Greed (1924),1
5405,25757,"Jazz Singer, The (1927)",1
5406,25769,"Steamboat Bill, Jr. (1928)",1
5407,25771,"Andalusian Dog, An (Chien andalou, Un) (1929)",4
5408,25773,Little Caesar (1931),1
5409,25782,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),1
5410,25788,Scarface (1932),2
5411,25795,Dinner at Eight (1933),1
5412,25797,Gold Diggers of 1933 (1933),1
5413,25805,"Atalante, L' (1934)",1
5414,25825,Fury (1936),4
5415,25826,Libeled Lady (1936),1
5416,25827,Mr. Deeds Goes to Town (1936),2
5417,25833,Camille (1936),1
5418,25834,Captains Courageous (1937),1
5419,25841,Stage Door (1937),3
5420,25850,Holiday (1938),3
5421,25855,"Roaring Twenties, The (1939)",0
5422,25856,Wuthering Heights (1939),2
5423,25865,"Letter, The (1940)",1
5424,25870,Here Comes Mr. Jordan (1941),1
5425,25886,Random Harvest (1942),2
5426,25887,Tales of Manhattan (1942),1
5427,25898,Day of Wrath (Vredens dag) (1943),2
5428,25905,"Miracle of Morgan's Creek, The (1944)",1
5429,25906,Mr. Skeffington (1944),1
5430,25923,Great Expectations (1946),1
5431,25927,"Stranger, The (1946)",1
5432,25937,Easter Parade (1948),3
5433,25940,"Lady from Shanghai, The (1947)",1
5434,25946,"Three Musketeers, The (1948)",1
5435,25947,Unfaithfully Yours (1948),1
5436,25952,"Letter to Three Wives, A (1949)",1
5437,25959,Annie Get Your Gun (1950),1
5438,25962,King Solomon's Mines (1950),1
5439,25963,"Young and the Damned, The (Olvidados, Los) (1950)",1
5440,25996,"Star Is Born, A (1954)",1
5441,25999,The Wild One (1953),1
5442,26002,Confidential Report (1955),1
5443,26003,Night and Fog (Nuit et brouillard) (1955),1
5444,26038,Teacher's Pet (1958),1
5445,26048,"Human Condition II, The (Ningen no joken II) (1959)",1
5446,26052,Pickpocket (1959),2
5447,26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),1
5448,26073,"Human Condition III, The (Ningen no joken III) (1961)",1
5449,26078,Advise and Consent (1962),1
5450,26082,Harakiri (Seppuku) (1962),3
5451,26084,"Music Man, The (1962)",5
5452,26085,Mutiny on the Bounty (1962),0
5453,26095,"Carabineers, The (Carabiniers, Les) (1963)",1
5454,26116,"Hush... Hush, Sweet Charlotte (1964)",2
5455,26122,Onibaba (1964),1
5456,26124,Robinson Crusoe on Mars (1964),1
5457,26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",5
5458,26133,"Charlie Brown Christmas, A (1965)",6
5459,26142,Major Dundee (1965),1
5460,26147,"Thousand Clowns, A (1965)",1
5461,26150,Andrei Rublev (Andrey Rublyov) (1969),1
5462,26151,Au Hasard Balthazar (1966),2
5463,26152,Batman (1966),5
5464,26158,Closely Watched Trains (Ostre sledované vlaky) (1966),1
5465,26159,Tokyo Drifter (Tôkyô nagaremono) (1966),2
5466,26169,Branded to Kill (Koroshi no rakuin) (1967),1
5467,26171,Play Time (a.k.a. Playtime) (1967),3
5468,26172,Point Blank (1967),2
5469,26176,Titicut Follies (1967),1
5470,26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),2
5471,26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)",2
5472,26195,Sympathy for the Devil (1968),1
5473,26198,"Yours, Mine and Ours (1968)",2
5474,26225,"Claire's Knee (Genou de Claire, Le) (1970)",1
5475,26231,Performance (1970),1
5476,26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",1
5477,26237,Zabriskie Point (1970),1
5478,26242,Duel (1971),5
5479,26249,They Call Me Trinity (1971),2
5480,26258,"Topo, El (1970)",5
5481,26265,Dr. Phibes Rises Again (1972),1
5482,26283,Charley Varrick (1973),1
5483,26285,Dark Star (1974),1
5484,26303,Sisters (1973),1
5485,26308,Turkish Delight (Turks fruit) (1973),1
5486,26313,California Split (1974),1
5487,26317,Emmanuelle (1974),1
5488,26322,Gone in 60 Seconds (1974),4
5489,26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",2
5490,26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",3
5491,26344,French Connection II (1975),1
5492,26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",1
5493,26350,"Passenger, The (Professione: reporter) (1975)",1
5494,26357,Trilogy of Terror (1975),1
5495,26359,1900 (Novecento) (1976),1
5496,26365,Futureworld (1976),1
5497,26366,Harlan County U.S.A. (1976),1
5498,26375,Silver Streak (1976),3
5499,26386,High Anxiety (1977),1
5500,26391,"New York, New York (1977)",1
5501,26394,"Turning Point, The (1977)",1
5502,26399,Five Deadly Venoms (1978),1
5503,26401,Last Hurrah for Chivalry (Hao xia) (1979),1
5504,26409,"Clonus Horror, The (1979)",2
5505,26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),2
5506,26422,Hair (1979),3
5507,26429,Love at First Bite (1979),1
5508,26444,"Hitch Hikers Guide to the Galaxy, The (1981)",2
5509,26453,Smiley's People (1982),1
5510,26464,Blue Thunder (1983),1
5511,26467,"Day After, The (1983)",1
5512,26471,Eddie Murphy Delirious (1983),4
5513,26472,"Norte, El (1984)",1
5514,26492,Twilight Zone: The Movie (1983),3
5515,26498,Boy Meets Girl (1984),1
5516,26504,Cloak & Dagger (1984),2
5517,26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",2
5518,26523,"Silent Night, Deadly Night (1984)",1
5519,26524,"Times of Harvey Milk, The (1984)",2
5520,26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),1
5521,26528,Anne of Green Gables (1985),3
5522,26539,Death of a Salesman (1985),1
5523,26542,Ewoks: The Battle for Endor (1985),2
5524,26547,Police Story (Ging chaat goo si) (1985),2
5525,26554,"Quiet Earth, The (1985)",2
5526,26555,Spies Like Us (1985),2
5527,26562,White Nights (1985),1
5528,26564,'Round Midnight (1986),2
5529,26567,Club Paradise (1986),1
5530,26578,"Sacrifice, The (Offret - Sacraficatio) (1986)",3
5531,26585,"Better Tomorrow, A (Ying hung boon sik) (1986)",3
5532,26587,"Decalogue, The (Dekalog) (1989)",1
5533,26590,G.I. Joe: The Movie (1987),1
5534,26593,Hell Comes to Frogtown (1988),1
5535,26599,"Law of Desire (Ley del deseo, La) (1987)",1
5536,26603,Prince of Darkness (1987),1
5537,26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",2
5538,26612,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",2
5539,26614,"Bourne Identity, The (1988)",9
5540,26622,Dominick and Eugene (1988),1
5541,26629,Killer Klowns from Outer Space (1988),3
5542,26630,Moonwalker (1988),1
5543,26631,Alice (Neco z Alenky) (1988),2
5544,26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),1
5545,26649,Lonesome Dove (1989),2
5546,26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),17
5547,26676,Almost an Angel (1990),1
5548,26680,Cry-Baby (1990),5
5549,26681,Bullet in the Head (1990),2
5550,26686,Ghost Dad (1990),3
5551,26693,It (1990),1
5552,26694,Ju Dou (1990),1
5553,26695,"Krays, The (1990)",1
5554,26696,Lionheart (1990),1
5555,26700,Nuns on the Run (1990),2
5556,26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),1
5557,26704,State of Grace (1990),2
5558,26712,35 Up (1991),3
5559,26713,Days of Being Wild (A Fei jingjyuhn) (1990),1
5560,26717,Begotten (1990),1
5561,26726,Dutch (1991),1
5562,26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),5
5563,26732,Johnny Stecchino (1991),1
5564,26736,Riki-Oh: The Story of Ricky (Lik Wong) (1991),1
5565,26741,Mannequin 2: On the Move (1991),1
5566,26743,Only Yesterday (Omohide poro poro) (1991),1
5567,26745,Other People's Money (1991),1
5568,26750,Quigley Down Under (1990),2
5569,26761,Prime Suspect 2 (1992),1
5570,26764,Captain America (1990),2
5571,26765,City Hunter (Sing si lip yan) (1993),2
5572,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),14
5573,26777,"Stolen Children (Ladro di bambini, Il) (1992)",1
5574,26778,Ladybugs (1992),3
5575,26782,"Mambo Kings, The (1992)",1
5576,26791,Shining Through (1992),1
5577,26792,Sidekicks (1992),2
5578,26796,"Heart in Winter, A (Un coeur en hiver) (1992)",1
5579,26797,Visions of Light: The Art of Cinematography (1992),1
5580,26810,Bad Boy Bubby (1993),3
5581,26812,Barbarians at the Gate (1993),2
5582,26819,Fortress (1992),1
5583,26828,Mr. Nanny (1993),1
5584,26838,"Snapper, The (1993)",1
5585,26840,Sonatine (Sonachine) (1993),1
5586,26849,"Stand, The (1994)",1
5587,26854,"Darkman II: Return of Durant, The (1995)",1
5588,26861,Freaked (1993),1
5589,26865,Fist of Legend (Jing wu ying xiong) (1994),4
5590,26870,Major League II (1994),3
5591,26871,My Father the Hero (1994),2
5592,26875,"Pure Formality, A (Pura formalità, Una) (1994)",1
5593,26887,"Langoliers, The (1995)",1
5594,26900,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",1
5595,26901,Last of the Dogmen (1995),1
5596,26903,Whisper of the Heart (Mimi wo sumaseba) (1995),5
5597,26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),1
5598,26928,"Summer's Tale, A (Conte d'été) (1996)",1
5599,26940,"Late Shift, The (1996)",1
5600,26947,Pusher (1996),1
5601,26958,Emma (1996),1
5602,26965,"Boxer, The (1997)",2
5603,26974,Gummo (1997),3
5604,26985,Nirvana (1997),1
5605,26999,"Lion King II: Simba's Pride, The (1998)",2
5606,27002,From the Earth to the Moon (1998),1
5607,27003,Beowulf (1999),1
5608,27006,RKO 281 (1999),1
5609,27008,From Dusk Till Dawn 2: Texas Blood Money (1999) ,1
5610,27020,Gia (1998),5
5611,27022,Thursday (1998),1
5612,27032,Who Am I? (Wo shi shei) (1998),2
5613,27036,Merlin (1998),1
5614,27074,Brave New World (1998),1
5615,27075,Addams Family Reunion (1998),1
5616,27105,Purgatory (1999),1
5617,27124,Bleeder (1999),1
5618,27134,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),1
5619,27140,Candyman 3: Day of the Dead (1999),1
5620,27155,"Batman/Superman Movie, The (1998)",1
5621,27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",5
5622,27176,Style Wars (1983),1
5623,27178,In July (Im Juli) (2000),1
5624,27186,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),2
5625,27193,Taxi 2 (2000),4
5626,27246,If These Walls Could Talk 2 (2000),1
5627,27251,"10th Kingdom, The (2000)",2
5628,27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",1
5629,27266,2046 (2004),7
5630,27306,Bartleby (2001),1
5631,27311,Batman Beyond: Return of the Joker (2000),3
5632,27317,Audition (Ôdishon) (1999),6
5633,27320,"Nine Lives of Tomas Katz, The (2000)",1
5634,27328,Monday (2000),1
5635,27329,Paradise Lost 2: Revelations (2000),1
5636,27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),3
5637,27369,Daria: Is It Fall Yet? (2000),1
5638,27370,Late Night Shopping (2001),1
5639,27373,61* (2001),1
5640,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),4
5641,27408,Ripley's Game (2002),3
5642,27416,Jalla! Jalla! (2000),2
5643,27420,Teknolust (2002),1
5644,27426,"Accidental Spy, The (Dak miu mai shing) (2001)",1
5645,27434,Darkness (2002),3
5646,27441,Blood: The Last Vampire (2000),2
5647,27450,Blueberry (2004),1
5648,27473,American Psycho II: All American Girl (2002),1
5649,27478,Ali G Indahouse (2002),3
5650,27480,Dead or Alive 2: Tôbôsha (2000),1
5651,27482,Cube 2: Hypercube (2002),2
5652,27491,Pulse (Kairo) (2001),1
5653,27513,Dog Days (Hundstage) (2001),1
5654,27523,My Sassy Girl (Yeopgijeogin geunyeo) (2001),1
5655,27537,Nothing (2003),1
5656,27539,Undertaking Betty (Plots with a View) (2002),1
5657,27549,Dead or Alive: Final (2002),1
5658,27555,Fubar (2002),2
5659,27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",3
5660,27584,Dead End (2003),2
5661,27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),5
5662,27595,Jesus Christ Vampire Hunter (2001),1
5663,27604,Suicide Club (Jisatsu saakuru) (2001),4
5664,27611,Battlestar Galactica (2003),19
5665,27618,"Sound of Thunder, A (2005)",2
5666,27619,"Lion King 1½, The (2004)",2
5667,27627,Oasis (2002),1
5668,27644,Remember Me (Ricordati di me) (2003),1
5669,27660,"Animatrix, The (2003)",20
5670,27664,"Brown Bunny, The (2003)",2
5671,27667,Ju-on: The Curse (2000),1
5672,27674,11:14 (2003),4
5673,27683,Tremors 4: The Legend Begins (2004),1
5674,27685,Bring It On Again (2004),2
5675,27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",1
5676,27692,And Starring Pancho Villa as Himself (2003),1
5677,27695,Nicotina (2003),1
5678,27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),1
5679,27705,In Hell (2003),1
5680,27706,Lemony Snicket's A Series of Unfortunate Events (2004),25
5681,27708,Helen of Troy (2003),1
5682,27716,"Green Butchers, The (Grønne slagtere, De) (2003)",1
5683,27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",6
5684,27722,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),3
5685,27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),3
5686,27731,"Cat Returns, The (Neko no ongaeshi) (2002)",8
5687,27741,"Twilight Samurai, The (Tasogare Seibei) (2002)",6
5688,27744,"Facing Windows (Finestra di fronte, La) (2003)",1
5689,27746,Ginger Snaps: Unleashed (2004),1
5690,27751,'Salem's Lot (2004),1
5691,27762,Comic Book: The Movie (2004),1
5692,27768,Intimate Strangers (Confidences trop intimes) (2004),2
5693,27769,Down to the Bone (2004),1
5694,27772,Ju-on: The Grudge (2002),6
5695,27773,Old Boy (2003),39
5696,27776,Red Lights (Feux rouges) (2004),1
5697,27778,Ginger Snaps Back: The Beginning (2004),1
5698,27784,One Missed Call (Chakushin ari) (2003),1
5699,27788,"Jacket, The (2005)",8
5700,27790,Millions (2004),4
5701,27793,Starship Troopers 2: Hero of the Federation (2004),2
5702,27801,Ong-Bak: The Thai Warrior (Ong Bak) (2003),12
5703,27802,Infernal Affairs 2 (Mou gaan dou II) (2003),1
5704,27803,"Sea Inside, The (Mar adentro) (2004)",8
5705,27808,Spanglish (2004),11
5706,27815,"Chorus, The (Choristes, Les) (2004)",11
5707,27816,Saints and Soldiers (2003),1
5708,27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",2
5709,27821,"Interpreter, The (2005)",6
5710,27822,Open Water (2003),5
5711,27826,Touch of Pink (2004),1
5712,27829,Slasher (2004),1
5713,27830,"Bobby Jones, Stroke of Genius (2004)",1
5714,27831,Layer Cake (2004),19
5715,27834,"Return, The (Vozvrashcheniye) (2003)",3
5716,27837,Flight of the Phoenix (2004),4
5717,27838,Mean Creek (2004),2
5718,27839,"Ring Two, The (2005)",5
5719,27846,"Corporation, The (2003)",10
5720,27850,"Yes Men, The (2003)",2
5721,27865,Azumi (2003),2
5722,27866,In My Father's Den (2004),1
5723,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),1
5724,27873,Metallica: Some Kind of Monster (2004),3
5725,27878,Born into Brothels (2004),4
5726,27879,DiG! (2004),4
5727,27882,Riding Giants (2004),4
5728,27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),2
5729,27904,"Scanner Darkly, A (2006)",22
5730,27905,Casshern (2004),1
5731,27912,Outfoxed: Rupert Murdoch's War on Journalism (2004),5
5732,30707,Million Dollar Baby (2004),52
5733,30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),2
5734,30749,Hotel Rwanda (2004),48
5735,30793,Charlie and the Chocolate Factory (2005),61
5736,30803,3-Iron (Bin-jip) (2004),3
5737,30810,"Life Aquatic with Steve Zissou, The (2004)",37
5738,30812,"Aviator, The (2004)",35
5739,30816,"Phantom of the Opera, The (2004)",12
5740,30818,Beyond the Sea (2004),1
5741,30820,"Woodsman, The (2004)",3
5742,30822,In Good Company (2004),11
5743,30825,Meet the Fockers (2004),33
5744,30846,"Assassination of Richard Nixon, The (2004)",2
5745,30848,"Love Song for Bobby Long, A (2004)",3
5746,30850,"Merchant of Venice, The (2004)",4
5747,30883,Fat Albert (2004),2
5748,30890,"Keys to the House, The (Chiavi di casa, Le) (2004)",1
5749,30892,In the Realms of the Unreal (2004),0
5750,30894,White Noise (2005),8
5751,30898,"Upside of Anger, The (2005)",3
5752,30994,Little Miss Marker (1980),1
5753,31000,Sweet Liberty (1986),1
5754,31030,I Remember Mama (1948),1
5755,31038,Smooth Talk (1985),1
5756,31049,Out Cold (1989),1
5757,31083,Man Trouble (1992),1
5758,31086,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),1
5759,31101,Stander (2003),2
5760,31114,Imaginary Heroes (2004),2
5761,31116,Sergeant York (1941),3
5762,31123,Ruby & Quentin (Tais-toi!) (2003),1
5763,31150,Wizards (1977),1
5764,31162,"Life and Death of Peter Sellers, The (2004)",1
5765,31184,Appleseed (Appurushîdo) (2004),3
5766,31193,"Many Adventures of Winnie the Pooh, The (1977)",1
5767,31221,Elektra (2005),10
5768,31223,Racing Stripes (2005),1
5769,31225,Coach Carter (2005),7
5770,31260,Boys Town (1938),1
5771,31297,Gold Diggers of 1935 (1935),1
5772,31309,Rocco and His Brothers (Rocco e i suoi fratelli) (1960),1
5773,31364,Memories of Murder (Salinui chueok) (2003),5
5774,31367,"Chase, The (1994)",1
5775,31410,"Downfall (Untergang, Der) (2004)",20
5776,31420,Assault on Precinct 13 (2005),8
5777,31422,Are We There Yet? (2005),1
5778,31424,Alone in the Dark (2005),1
5779,31427,Hide and Seek (2005),6
5780,31431,Boogeyman (2005),2
5781,31433,"Wedding Date, The (2005)",11
5782,31435,Rory O'Shea Was Here (Inside I'm Dancing) (2004),1
5783,31437,Nobody Knows (Dare mo shiranai) (2004),2
5784,31445,Employee of the Month (2004),2
5785,31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",1
5786,31545,"Trou, Le (Hole, The) (Night Watch, The) (1960)",1
5787,31553,Double Dragon (1994),1
5788,31590,Hands Off the Loot (Touchez pas au grisbi) (1954),1
5789,31610,Purple Butterfly (Zi hudie) (2003),1
5790,31617,El Cid (1961),1
5791,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),40
5792,31660,Steamboy (Suchîmubôi) (2004),2
5793,31664,Gorgeous (Boh lee chun) (1999),1
5794,31685,Hitch (2005),45
5795,31692,Uncle Nino (2003),1
5796,31694,Bride & Prejudice (2004),2
5797,31696,Constantine (2005),35
5798,31698,Son of the Mask (2005),1
5799,31700,Because of Winn-Dixie (2005),3
5800,31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),1
5801,31737,Bunny Lake Is Missing (1965),1
5802,31804,Night Watch (Nochnoy dozor) (2004),4
5803,31851,Sons of the Desert (1933),1
5804,31867,Man of the House (2005),1
5805,31878,Kung Fu Hustle (Gong fu) (2004),19
5806,31903,Zelary (2003),1
5807,31909,Dr. Giggles (1992),1
5808,31921,"Seven-Per-Cent Solution, The (1976)",1
5809,31923,"Three Musketeers, The (1973)",3
5810,31925,Royal Flash (1975),1
5811,31952,Control (Kontroll) (2003),1
5812,31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),1
5813,32009,Tyler Perry's Diary of a Mad Black Woman (2005),3
5814,32011,Cursed (2005),6
5815,32017,"Pacifier, The (2005)",7
5816,32019,Be Cool (2005),8
5817,32022,Gunner Palace (2004),3
5818,32029,Hostage (2005),10
5819,32031,Robots (2005),19
5820,32058,Class Action (1991),1
5821,32060,"Cat and the Canary, The (1927)",1
5822,32116,"Oh, God! You Devil (1984)",1
5823,32139,"Agony and the Ecstasy, The (1965)",1
5824,32160,Twentieth Century (1934),0
5825,32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),1
5826,32213,Cube Zero (2004),3
5827,32234,Julia (1977),1
5828,32243,Stealing Rembrandt (Rembrandt) (2003),1
5829,32289,Ice Princess (2005),4
5830,32291,Melinda and Melinda (2004),5
5831,32294,Milk and Honey (2003),1
5832,32296,Miss Congeniality 2: Armed and Fabulous (2005),8
5833,32298,Guess Who (2005),3
5834,32300,D.E.B.S. (2004),3
5835,32302,"League of Ordinary Gentlemen, A (2004)",1
5836,32314,Incident at Loch Ness (2004),1
5837,32371,Call Northside 777 (1948),0
5838,32387,"Sword of Doom, The (Dai-bosatsu tôge) (1966)",2
5839,32392,800 Bullets (800 Balas) (2002),1
5840,32440,If Looks Could Kill (1991),1
5841,32442,Greedy (1994),1
5842,32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",2
5843,32460,Knockin' on Heaven's Door (1997),4
5844,32469,We're No Angels (1955),1
5845,32511,"Touch of Zen, A (Xia nu) (1971)",1
5846,32515,Walker (1987),1
5847,32554,Memories (Memorîzu) (1995),3
5848,32582,"Wild Parrots of Telegraph Hill, The (2003)",2
5849,32584,"Ballad of Jack and Rose, The (2005)",4
5850,32587,Sin City (2005),84
5851,32589,Beauty Shop (2005),1
5852,32596,Sahara (2005),7
5853,32598,Fever Pitch (2005),8
5854,32600,Eros (2004),1
5855,32620,Not on the Lips (Pas sur la bouche) (2003),1
5856,32632,Electra Glide in Blue (1973),1
5857,32649,"Special Day, A (Giornata particolare, Una) (1977)",1
5858,32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",4
5859,32659,Tanguy (2001),1
5860,32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),1
5861,32728,"Little Girl Who Lives Down the Lane, The (1976)",1
5862,32743,Ringu 0: Bâsudei (2000),1
5863,32770,Brothers (Brødre) (2004),2
5864,32799,Maidens in Uniform (Mädchen in Uniform) (1931),1
5865,32862,With Six You Get Eggroll (1968),1
5866,32875,Holiday (Jour de fête) (1949),1
5867,32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),2
5868,32898,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",5
5869,32906,"Ascent, The (Voskhozhdeniye) (1977)",1
5870,32914,Carrie (2002),1
5871,32917,Boccaccio '70 (1962),1
5872,33004,"Hitchhiker's Guide to the Galaxy, The (2005)",44
5873,33085,"Amityville Horror, The (2005)",6
5874,33090,Mutant Aliens (2001),2
5875,33124,Before the Fall (NaPolA - Elite für den Führer) (2004),1
5876,33126,"Frisco Kid, The (1979)",1
5877,33132,State Property 2 (2005),1
5878,33138,Palindromes (2004),1
5879,33145,"Lot Like Love, A (2005)",6
5880,33148,King's Ransom (2005),1
5881,33154,Enron: The Smartest Guys in the Room (2005),6
5882,33158,xXx: State of the Union (2005),5
5883,33162,Kingdom of Heaven (2005),17
5884,33164,House of Wax (2005),6
5885,33166,Crash (2004),50
5886,33171,Mysterious Skin (2004),2
5887,33188,Mischief (1985),1
5888,33201,Between Your Legs (Entre las piernas) (1999),1
5889,33237,San Francisco (1936),1
5890,33294,Vampire Hunter D (1985),1
