userId,porcentagem_coberta,filmes_apareceram,filmes_nao_apareceram
282,35.09,"[1, 4226, 54286, 16, 2717, 106782, 2471, 296, 5418, 2987, 1208, 1213, 3006, 2762, 2379, 858, 1884, 2788, 5481, 139385]","[46976, 48516, 1028, 6, 4873, 4874, 6539, 4239, 1298, 2194, 4886, 919, 3481, 1307, 30749, 3362, 2470, 1203, 6708, 2997, 3254, 1466, 318, 2115, 1732, 5445, 55765, 30812, 356, 6377, 2028, 52973, 34162, 134130, 4085, 1784, 47610]"
283,0.0,[],"[69, 104, 1580, 1517, 110, 1210]"
284,22.22,"[440, 186, 595, 173]","[2, 356, 357, 296, 457, 10, 267, 590, 15, 208, 303, 592, 442, 348]"
285,11.11,[1219],"[3296, 6787, 1252, 296, 5995, 111, 441, 1247]"
286,38.89,"[4226, 6, 2762, 1258, 47, 2959, 6874]","[4901, 454, 455, 6377, 1193, 6539, 110, 4848, 1333, 2997, 508]"
287,13.33,"[6296, 4878]","[101, 4973, 187, 1136, 4979, 2997, 2966, 1527, 3033, 6331, 6620, 29, 671]"
288,9.52,"[1, 3, 3108, 260, 296, 1198, 593, 8636]","[48385, 1923, 2947, 40583, 6539, 5388, 33166, 4881, 21, 4886, 4890, 924, 3614, 3359, 1952, 1953, 4002, 3363, 60069, 6565, 2985, 3114, 3499, 8879, 1584, 1199, 1201, 1587, 2099, 2739, 3638, 31923, 48696, 50872, 7090, 953, 4027, 318, 2496, 6593, 1090, 8641, 3396, 1093, 1094, 5445, 2501, 1225, 2761, 32587, 1356, 589, 590, 1614, 2991, 2770, 5464, 1242, 2011, 1374, 1247, 3168, 1376, 2020, 7143, 59369, 63082, 7147, 4016, 2418, 40819, 1270, 1017, 1276, 1278, 40959]"
289,33.33,[235],"[16, 750]"
290,8.33,"[2336, 260, 2788, 903, 904, 1224]","[1, 1283, 900, 1287, 647, 1927, 3849, 11, 3089, 915, 1299, 2067, 918, 919, 3608, 3095, 25, 3738, 1912, 3741, 1187, 1957, 1446, 1447, 296, 1193, 1834, 1960, 300, 1196, 1961, 2599, 3634, 2355, 2359, 954, 955, 3260, 1089, 1090, 1094, 3271, 968, 457, 1225, 1228, 2130, 2770, 599, 2648, 474, 475, 3035, 608, 2660, 1254, 2791, 3559, 1258, 1259, 3307, 2160, 1394, 2936, 2937, 2940]"
291,66.67,"[4896, 60069, 102125, 69844, 91542, 106072]","[1, 5218, 68954]"
292,40.35,"[5504, 1, 260, 1544, 2571, 91542, 45722, 4896, 2987, 2989, 1198, 2990, 8368, 59315, 1207, 3256, 8636, 2115, 2628, 96079, 858, 91500, 3836]","[62081, 1552, 4886, 108190, 3871, 161, 115617, 2085, 72998, 85414, 1203, 952, 72641, 46530, 5444, 3269, 5445, 8132, 586, 3916, 45517, 112852, 84954, 3421, 4830, 2533, 63082, 2028, 494, 71535, 1393, 500, 82169, 1017]"
294,27.27,"[260, 2628, 1196, 1356, 431, 2001, 858, 1371, 1663]","[1288, 2064, 2968, 417, 3363, 2598, 1580, 1197, 1198, 2350, 2352, 435, 1587, 3385, 3387, 69, 70, 2502, 2378, 2003, 733, 3040, 3041, 866]"
295,44.44,"[6016, 50, 1221, 1213]","[70, 1193, 7438, 6874, 29]"
296,57.14,"[296, 50, 2571, 2959]","[4144, 169034, 110]"
297,100.0,"[608, 866, 6, 47, 50, 1047]",[]
298,44.44,"[32, 1089, 1732, 2959, 7153, 112852, 66297, 92535, 6874, 1210, 924, 1214]","[96610, 2916, 34405, 65642, 6283, 47, 16, 2931, 27156, 1748, 60950, 1527, 27773, 858, 1213]"
299,50.0,"[1258, 3717, 3578]","[3624, 1387, 1198]"
300,55.56,"[356, 109487, 527, 2959, 318]","[4848, 92259, 4973, 81591]"
301,36.84,"[5989, 296, 5418, 40815, 5816, 1307, 3996]","[1193, 10, 4011, 1225, 33166, 17, 30707, 308, 21, 56788, 3578, 349]"
302,14.29,[1221],"[480, 296, 457, 14, 17, 21]"
303,88.89,"[5378, 1097, 2571, 1196, 589, 1580, 3793, 3703]",[1394]
304,29.17,"[1, 1025, 1320, 329, 1610, 2571, 1196, 589, 1356, 1370, 1136, 1777, 2393, 474]","[2, 1028, 2567, 7, 2316, 653, 2322, 1197, 2605, 1584, 1721, 185, 314, 1726, 62, 318, 707, 708, 1608, 73, 457, 586, 588, 208, 81, 1242, 1247, 224, 480, 1259, 1387, 1396, 1019, 1407]"
305,15.08,"[45186, 260, 54286, 527, 16, 89745, 4878, 79132, 296, 1196, 6709, 67255, 51255, 1215, 5952, 67923, 56156, 49651, 2167]","[54272, 115713, 69122, 37380, 115210, 2571, 1036, 81932, 34319, 72720, 97304, 82461, 30749, 72733, 32, 541, 4639, 2605, 47, 1584, 56367, 3147, 3671, 2648, 30812, 3681, 88163, 92259, 64614, 31364, 163985, 6808, 7323, 69275, 6818, 60069, 4776, 1197, 1199, 36529, 135861, 2232, 72378, 1219, 1220, 67788, 131796, 7387, 2268, 1250, 1252, 1253, 2791, 2795, 105197, 750, 46322, 2804, 1278, 92420, 778, 50442, 780, 5903, 104211, 1333, 160565, 76093, 318, 109374, 163645, 64839, 96588, 140110, 8528, 92507, 69481, 89492, 110501, 47099, 106920, 1961, 2987, 4011, 1968, 59315, 81845, 4022, 1979, 8640, 4034, 8644, 965, 968, 103883, 56782, 474, 76251, 3039, 96737, 114662, 5618, 54259, 64501, 3578, 7163, 59900]"
306,16.67,"[134368, 6377]","[5957, 166534, 175303, 133419, 96588, 117590, 5784, 97913, 87869, 175199]"
307,21.05,"[45728, 7361, 296, 59022, 16, 5618, 628, 26133, 55765, 52281, 1213, 1215]","[54272, 1, 1028, 1031, 2700, 52241, 19, 663, 923, 3740, 1441, 27555, 4776, 1967, 1968, 1201, 66097, 5427, 59315, 318, 1345, 2628, 65738, 8011, 32587, 65740, 3535, 2000, 593, 7247, 52435, 1366, 3671, 344, 2395, 4448, 54256, 55280, 46578, 54259, 58998, 55290, 47099, 5500, 4477]"
308,55.56,"[5952, 68358, 5816, 410, 58559]","[48, 6377, 362, 60069]"
309,43.48,"[1250, 4327, 7143, 527, 7153, 1682, 50, 1204, 2324, 318]","[1537, 930, 6947, 933, 4432, 2353, 1234, 30707, 1942, 4886, 953, 2202, 30812]"
310,16.67,"[1233, 1223]","[6051, 6410, 5899, 2671, 529, 1204, 246, 2518, 2457, 58]"
311,0.0,[],"[5992, 1258, 2291]"
312,28.57,"[32, 1921, 3703, 904, 1210, 16, 1372, 3994, 1371, 924, 541, 1214]","[6, 3081, 527, 912, 4754, 1175, 1178, 2716, 3742, 1278, 2600, 2985, 5812, 1212, 1358, 2640, 1748, 4437, 471, 5463, 2140, 1253, 5478, 1130, 2028, 2160, 4720, 1909, 1272, 3070]"
313,33.33,"[32, 2947, 293, 2533, 589, 1261, 1200, 5040, 592, 593, 3153, 2004, 3697, 3702, 1208, 2553, 3994, 253]","[5254, 3977, 10, 1036, 1676, 29, 4518, 1580, 1199, 5039, 1717, 2872, 3256, 1344, 1345, 1350, 968, 4553, 3917, 2901, 1500, 223, 1249, 2275, 2020, 2021, 999, 3175, 1513, 1258, 2542, 2287, 4848, 1653, 3701, 2167]"
314,0.0,[],"[7, 587, 11, 1391, 17, 273, 536, 314, 539, 318]"
315,50.0,"[154, 2067, 1276]","[1947, 902, 599]"
316,0.0,[],"[344, 45, 342]"
317,36.36,"[32, 7361, 48516, 6, 296, 4776, 2959, 16, 94864, 1617, 7156, 858]","[904, 91658, 68237, 7445, 82459, 293, 1704, 2858, 81591, 96829, 68157, 318, 1089, 3147, 72011, 4306, 51540, 82667, 55276, 4973, 1784]"
318,9.63,"[32, 33794, 60069, 30793, 100553, 54185, 55721, 527, 109487, 90647, 74458, 92475, 158238]","[1024, 6, 83976, 80906, 55820, 1552, 140816, 535, 97304, 97306, 47, 71745, 593, 117849, 63072, 118880, 73323, 90746, 81018, 1147, 4226, 90245, 48774, 53894, 4239, 77455, 67734, 69784, 71838, 120478, 44195, 143525, 4776, 1193, 1194, 133802, 3246, 27328, 42176, 3283, 1748, 6870, 71899, 86237, 159976, 3819, 33004, 84716, 4848, 1265, 176371, 1273, 1274, 158972, 7932, 27904, 48385, 3845, 173317, 4873, 86290, 81191, 6953, 300, 7981, 84273, 1845, 3897, 318, 109374, 93510, 337, 5971, 3412, 1884, 43869, 5475, 5989, 86377, 101741, 2427, 6016, 48001, 62849, 140162, 5508, 63876, 70533, 128902, 904, 33166, 97168, 71057, 922, 67997, 7071, 100277, 3000, 177593, 4027, 3006, 2495, 3007, 26048, 2502, 94150, 1483, 26059, 55765, 26073, 128991, 77800, 68073, 54256, 5617, 74226, 78836, 114678, 1527, 60408, 59387, 8190]"
319,44.44,"[106696, 2571, 79132, 1221]","[293, 110, 1907, 81845, 318]"
320,0.0,[],"[2058, 4387, 3534]"
321,22.22,"[592, 292]","[2, 141, 593, 500, 24, 316, 317]"
322,16.67,"[7361, 47]","[6787, 10, 11, 2571, 2542, 1136, 2353, 1080, 953, 6874]"
323,22.22,"[112852, 116797]","[161, 2, 551, 527, 115569, 50, 562]"
324,0.0,[],"[608, 3864, 858]"
325,6.25,"[1280, 4226, 924]","[4993, 1028, 3461, 6, 2952, 2186, 5004, 1805, 4239, 4117, 29, 541, 30, 1573, 5418, 555, 1845, 2490, 1211, 1217, 1219, 5444, 5445, 969, 2894, 593, 2391, 3160, 3163, 4956, 3550, 2912, 230, 3175, 233, 235, 2155, 1517, 3435, 1391, 2159, 1270, 1784, 2425, 1279]"
326,24.24,"[68157, 57669, 86504, 55721, 5418, 47, 7153, 116797]","[46723, 43396, 44555, 55820, 84240, 1299, 30749, 116897, 165, 6953, 31410, 70451, 5446, 5577, 32460, 3578, 1619, 85342, 1246, 3556, 110, 105844, 7160, 71033, 3450]"
327,40.0,"[3617, 50, 3785, 3897]","[48516, 1221, 104, 1288, 150, 1213]"
328,30.0,"[2115, 5349, 81834, 5418, 1262, 2959, 1200, 1080, 88125]","[1, 8961, 34, 78499, 1064, 3114, 3499, 47, 1073, 1203, 5299, 1206, 2398, 608, 616, 1258, 750, 1270, 49272, 35836, 2174]"
329,33.33,[778],"[1193, 1237]"
330,23.81,"[32, 4896, 260, 2918, 296, 1196, 750, 3793, 6874, 58559]","[1, 1923, 778, 2700, 2710, 4886, 2712, 25, 288, 60069, 4902, 551, 553, 1193, 1961, 1197, 2871, 6460, 858, 1246, 48738, 2916, 6377, 1258, 1259, 1387, 3948, 3949, 1391, 497, 1394, 1784]"
331,25.0,"[4993, 296, 91529, 2959, 50, 51255, 58559]","[8961, 115713, 91658, 94864, 2712, 6936, 30749, 293, 112552, 112556, 6711, 50872, 57669, 193609, 61132, 3535, 6874, 4963, 33004, 4973, 52973]"
332,30.77,"[608, 1, 4226, 2019, 59784, 2762, 6539, 1200, 3091, 1240, 79132, 58559]","[26131, 1573, 85414, 8874, 4011, 1196, 2732, 47, 1584, 50, 2739, 6711, 1093, 590, 56782, 593, 1234, 1617, 4306, 1237, 3160, 6874, 3037, 2020, 2028, 79091, 8949]"
333,0.0,[],"[1193, 3578, 3567]"
334,33.33,"[296, 6377, 260, 38038]","[6016, 1923, 356, 1610, 48394, 4973, 50872, 1755]"
335,16.67,[50],"[163, 1639, 1196, 780, 110]"
336,33.33,"[1, 6, 296, 2762, 47]","[318, 5445, 293, 1704, 2858, 2571, 4973, 7153, 1722, 1246]"
337,27.78,"[350, 36, 110, 786, 318]","[32, 1, 802, 3, 708, 5, 135, 711, 145, 788, 376, 667, 31]"
338,50.0,"[296, 50, 174053]","[8784, 27773, 318]"
339,25.93,"[1, 81156, 53000, 80139, 2959, 16, 81562, 104879, 1213, 5952, 170705, 1625, 858, 2019, 174053, 86504, 5995, 56174, 105844, 139385, 35836]","[4995, 6, 904, 91658, 115210, 1674, 85774, 8464, 5010, 45210, 3741, 105504, 64034, 112290, 6947, 4262, 71464, 2858, 36529, 141749, 1206, 8376, 1214, 3006, 53953, 72641, 134853, 454, 457, 91978, 4299, 64716, 72011, 56782, 3535, 8529, 4306, 92243, 56145, 7001, 52319, 86882, 5989, 64614, 6887, 45672, 114662, 1258, 1259, 364, 37741, 174055, 4975, 2160, 1265, 2028, 1653, 760, 3578, 47099]"
340,22.22,"[648, 329]","[10, 780, 110, 595, 150, 316, 318]"
341,20.0,"[1036, 136020]","[1, 111617, 45672, 6537, 94677, 380, 7293, 109374]"
342,16.67,[3752],"[3298, 1198, 3219, 733, 223]"
343,42.86,"[4993, 296, 4878, 56367, 50, 2329]","[34338, 8969, 55820, 1214, 1617, 5690, 35836, 318]"
344,46.67,"[111362, 260, 8360, 111759, 3793, 7099, 2012]","[34150, 3082, 3147, 2028, 110, 2353, 91542, 318]"
345,41.67,"[8810, 1690, 1244, 7293, 1214]","[3489, 8261, 838, 779, 3534, 3247, 412]"
346,29.63,"[7748, 1225, 7438, 5679, 912, 1230, 2160, 5878]","[7940, 903, 904, 17, 3362, 3627, 50, 31923, 32179, 1219, 6987, 1997, 6993, 2131, 3160, 7008, 26729, 111, 5618]"
347,11.11,[364],"[1, 356, 648, 10, 11, 780, 339, 597]"
348,44.44,"[4993, 260, 750, 111, 50, 2329, 858, 79132]","[2366, 1250, 92259, 903, 4973, 1267, 2357, 1693, 4958, 58559]"
349,14.29,[364],"[34, 356, 357, 105, 10, 597]"
350,25.0,[260],"[32, 1, 1393]"
351,28.57,"[48516, 5989, 296, 2571, 47, 67255]","[6016, 4865, 73344, 88129, 4963, 88163, 6214, 1735, 88932, 48780, 12, 51662, 4239, 2231, 71579]"
352,29.63,"[5952, 4993, 4226, 260, 101864, 81834, 99114, 2959, 47, 135569, 106002, 593, 2393, 1466, 924, 135133]","[34048, 91529, 91658, 56587, 115210, 3471, 1552, 71057, 93840, 2966, 57368, 2329, 81562, 40732, 105504, 2340, 104879, 50, 1590, 1080, 79293, 69951, 99007, 1994, 1997, 51662, 3535, 115149, 56145, 51540, 2908, 37729, 3555, 135143, 52328, 71530, 1779, 114935]"
353,28.57,"[344, 144, 237, 6]","[1, 2, 70, 364, 112, 593, 595, 246, 280, 349]"
354,33.33,"[32, 8961, 357, 648, 4776, 2571, 1196, 3275, 4878, 52722, 30707, 377, 6874]","[2692, 1676, 2572, 1682, 1704, 2987, 47, 1201, 50, 1333, 5956, 1101, 1997, 593, 2003, 733, 4344, 356, 5989, 3176, 52973, 1265, 2161, 1270, 49272, 8957]"
355,16.67,[2628],"[2916, 900, 901, 2094, 316]"
356,21.05,"[7361, 54503, 3210, 2571, 1291, 141, 1270, 51255, 1208, 3994, 6365, 58559]","[60293, 31878, 59141, 902, 2572, 912, 529, 1784, 916, 3477, 3481, 44195, 1573, 2858, 4011, 180, 1206, 7352, 4027, 62, 1220, 457, 1610, 7419, 2005, 3160, 44889, 30810, 1884, 3552, 1639, 5992, 5225, 2797, 2542, 5103, 1265, 3186, 4979, 500, 2804, 6003, 8949, 49272, 40955]"
357,26.03,"[1, 2959, 26133, 277, 26528, 551, 8368, 5816, 1213, 1221, 3911, 586, 1361, 69844, 2011, 6502, 40815, 54001, 1022]","[46976, 780, 8464, 17, 2581, 926, 671, 34, 80549, 2599, 296, 553, 1704, 2863, 66097, 96563, 1721, 953, 3897, 1084, 318, 1345, 6593, 1219, 5445, 1350, 8011, 72011, 1101, 1997, 80463, 1104, 3578, 6612, 2005, 54997, 5464, 2137, 4700, 4447, 2144, 2918, 1895, 26471, 80489, 1259, 2160, 1265, 4720, 1267, 628, 46578, 55290, 2686]"
358,33.33,"[42728, 8533, 69757]","[902, 70599, 36525, 1721, 71579, 2396]"
359,11.11,[58],"[1, 4034, 296, 1225, 2858, 4306, 1172, 1246]"
360,50.0,"[1488, 1754, 1747]","[1584, 1721, 1407]"
361,11.11,[2706],"[6378, 3082, 2700, 6188, 5459, 49272, 47099, 46972]"
362,60.0,"[5952, 1089, 1732, 1221, 1222, 2628, 8360, 91529, 356, 2571, 1252, 7438, 2959, 16, 7153, 98809, 924, 5630]","[6, 103688, 1193, 48780, 1645, 367, 56145, 1682, 51540, 5784, 318, 31]"
363,16.67,[296],"[122918, 141, 50, 168250, 168252]"
364,50.0,"[832, 805, 95]","[1, 786, 141]"
365,20.0,"[95441, 62434, 4995]","[356, 5989, 93510, 72998, 95720, 112138, 115210, 1196, 76077, 115149, 4886, 318]"
366,33.33,"[91529, 7153, 109487]","[1036, 589, 110, 7438, 6874, 116797]"
367,10.26,"[1, 3994, 1221, 4023]","[513, 3466, 3594, 3471, 3088, 150, 1304, 923, 2716, 1565, 926, 2078, 928, 2080, 3616, 3615, 39, 3114, 4019, 1219, 587, 593, 4306, 4308, 3157, 3797, 3798, 4310, 1246, 3809, 2018, 1387, 2671, 3453, 2430]"
368,52.0,"[356, 678, 6, 296, 47, 16, 1200, 3285, 1240, 1625, 858, 2268, 349]","[1954, 5060, 1252, 2571, 3148, 1198, 1201, 1617, 920, 1242, 3160, 2366]"
369,41.67,"[7361, 3174, 2959, 370, 1625]","[8641, 520, 1682, 19, 8665, 1500, 3033]"
370,46.67,"[5952, 4993, 296, 2762, 2571, 8983, 1240]","[1285, 1288, 32587, 38061, 50, 5618, 2618, 223]"
371,25.0,"[592, 2297, 26662]","[7361, 4226, 48, 31696, 1748, 661, 3863, 4090, 1884]"
372,24.24,"[293, 1221, 1224, 11, 1200, 440, 858, 1215]","[1408, 6, 1291, 141, 14, 1297, 281, 1307, 799, 296, 553, 555, 1197, 1198, 52, 1079, 1089, 1090, 838, 588, 377, 110, 1390, 1401, 380]"
373,16.67,"[318, 6]","[198, 230, 296, 235, 527, 16, 305, 25, 508, 509]"
374,33.33,"[1258, 780]","[161, 153, 110, 1215]"
375,42.86,"[32, 2002, 1923]","[344, 48385, 2046, 318]"
376,30.0,"[32, 4896, 1252, 1479, 745, 1196, 1198, 7153, 410]","[4226, 648, 10, 150, 2716, 60069, 1580, 1197, 1584, 454, 2762, 2763, 4306, 7254, 733, 67295, 5989, 59369, 1258, 1262, 376]"
377,14.81,"[34, 2124, 150, 2311]","[6656, 1032, 926, 6303, 32, 3363, 25771, 84799, 8641, 2117, 4294, 8138, 3153, 4434, 3070, 1244, 1251, 4713, 80748, 1262, 87287, 1019, 6270]"
378,75.0,"[5952, 1, 4993, 3114, 48780, 109487, 116797, 106782, 58559]","[64716, 36, 318]"
379,16.67,[539],"[480, 34, 457, 110, 150]"
380,20.9,"[1, 2, 45186, 2948, 5254, 4105, 6537, 6539, 1036, 27660, 2700, 3213, 110102, 541, 4638, 3869, 64285, 122918, 122920, 8360, 4270, 2991, 1970, 2355, 59315, 45499, 1223, 3527, 1356, 7373, 5459, 173145, 2012, 59615, 6754, 5219, 2788, 98809, 56174, 3702, 77561, 8957]","[2048, 69122, 1028, 1029, 6, 1552, 1566, 1573, 122922, 164909, 47, 50, 6196, 27706, 5690, 60, 88129, 6218, 6220, 88140, 595, 596, 3156, 2648, 2139, 2140, 608, 5218, 6755, 1125, 34405, 1127, 3175, 1129, 6764, 2161, 3697, 3698, 49272, 84601, 27773, 2687, 4226, 31878, 1676, 48780, 93838, 98961, 1682, 88235, 1201, 8371, 181, 1207, 1208, 1722, 98491, 74948, 1222, 32456, 5833, 7376, 1234, 2772, 8917, 52952, 7387, 223, 34534, 231, 141544, 2791, 6377, 64231, 79592, 95473, 95475, 8950, 1275, 1276, 108795, 1278, 3327, 68358, 165639, 53000, 95497, 5899, 780, 2321, 40723, 4886, 4887, 40732, 102684, 799, 3363, 7981, 104241, 103228, 2366, 109374, 837, 5445, 91974, 32587, 3916, 172875, 1359, 164179, 40278, 1367, 5463, 48982, 56152, 68954, 56156, 3421, 79702, 356, 34150, 119145, 364, 7022, 367, 4980, 45431, 93563, 2947, 7044, 2949, 4498, 2454, 2455, 3994, 115617, 2470, 79274, 147376, 2997, 3510, 147382, 7099, 1982, 84414, 117192, 63433, 1994, 3018, 84942, 3535, 172497, 52694, 4571, 76251, 485, 59369, 2028, 500]"
381,21.21,"[3489, 2788, 5418, 2762, 6893, 4878, 54286, 8368, 1136, 50, 5971, 54001, 41566, 68319]","[27904, 5377, 2, 2052, 49286, 4873, 780, 783, 4886, 6936, 72733, 30749, 44191, 3745, 72737, 72998, 2471, 1704, 3624, 1580, 1197, 1198, 8622, 54190, 66097, 4019, 5299, 4022, 4025, 62, 837, 2502, 457, 68554, 31435, 2125, 6863, 8529, 480, 46948, 5989, 49274, 5995, 2797, 43376, 497, 2161, 46578, 1653, 49530, 45950, 2431]"
382,48.48,"[1, 4226, 118696, 41566, 588, 750, 40815, 7153, 59315, 69844, 3703, 98809, 1210, 1214, 6365, 2078]","[72737, 7458, 1219, 2054, 73017, 44555, 2028, 115149, 593, 50, 4085, 150, 91542, 58105, 117529, 95167, 58559]"
383,42.86,"[2496, 2501, 903]","[539, 2546, 3115, 150]"
384,10.0,[296],"[3203, 1959, 1258, 4333, 60, 3471, 3219, 2268, 223]"
385,26.92,"[32, 1291, 1196, 1213, 858, 924, 541]","[1408, 1, 903, 1288, 1293, 21, 1183, 296, 553, 1197, 1211, 318, 1219, 337, 1254, 1258, 497, 1265, 1527]"
386,75.0,"[16, 608, 21]",[34]
387,15.79,"[4226, 48516, 296, 745, 1230, 4878, 7438, 1617, 3030, 6807, 1080, 2905, 1210, 1148, 1208]","[8199, 8207, 3089, 7698, 26131, 39444, 5147, 8228, 2599, 47, 56367, 1073, 50, 1079, 26171, 2632, 608, 97, 3683, 2664, 2161, 6774, 26231, 6783, 48774, 2183, 4235, 3730, 4754, 6301, 2208, 1186, 4262, 1704, 1193, 1212, 3788, 6350, 1235, 1748, 1237, 1251, 1252, 741, 1254, 4848, 1276, 7934, 7936, 7937, 1282, 1288, 48394, 2324, 2329, 288, 293, 2858, 2871, 2360, 3421, 3424, 37733, 5489, 913, 3476, 922, 923, 7587, 1967, 3000, 7099, 1997, 7118, 56782, 7123, 39381, 2009, 6123, 5617]"
388,50.0,"[4306, 78637, 62999]","[86298, 1197, 1703]"
389,22.22,"[260, 780]","[1, 802, 5, 6, 140, 141, 788]"
390,16.67,"[8622, 6350, 110]","[6016, 3174, 8327, 2025, 235, 4014, 5903, 2288, 3408, 66097, 307, 62644, 2076, 64957, 8254]"
391,13.33,"[1059, 750, 2959, 1136, 29, 3159, 1240, 1210, 1244, 1213]","[2947, 2948, 6, 4361, 778, 2571, 1036, 910, 527, 912, 1041, 2194, 3089, 2708, 5013, 3470, 4499, 920, 25, 2712, 3481, 2716, 3996, 1184, 1185, 5537, 1193, 1961, 4011, 1968, 4144, 308, 1845, 695, 1719, 2232, 318, 1214, 1348, 2502, 199, 2248, 1357, 1358, 1233, 5202, 2003, 1748, 3160, 3418, 348, 2396, 223, 5475, 5477, 233, 1131, 1132, 5135, 4334, 497, 1265, 500, 1270, 1277]"
392,0.0,[],"[1193, 1221, 1198]"
393,37.04,"[4226, 68358, 91529, 6539, 122892, 4878, 8984, 98809, 6333, 6365]","[293, 457, 48394, 68237, 110, 33679, 96079, 31696, 1682, 1653, 130518, 51255, 66934, 2329, 130842, 4027, 49272]"
394,0.0,[],"[225, 50, 110]"
395,33.33,"[160, 172]","[520, 552, 597, 110]"
396,33.33,"[1, 293]","[6377, 3114, 50, 4886]"
397,16.67,[492],"[6016, 232, 5291, 4017, 123]"
398,25.0,"[32, 5971, 902]","[48516, 60069, 2248, 6408, 910, 7022, 2161, 59387, 1278]"
399,55.56,"[1, 260, 296, 1291, 7153]","[6377, 2194, 2571, 6333]"
400,30.77,"[778, 858, 1221, 47]","[608, 6, 44199, 1258, 50, 1270, 44665, 47099, 168252]"
401,50.0,"[37729, 52287, 134853, 783]","[1136, 152081, 50872, 239]"
402,11.11,[95],"[589, 112, 593, 434, 597, 442, 380, 61]"
403,0.0,[],"[3107, 2502, 110, 47, 180, 3006]"
404,11.11,[11],"[34, 356, 357, 588, 590, 17, 539, 349]"
405,29.63,"[32, 4878, 16, 1625, 4848, 8950, 25, 541]","[47491, 390, 1673, 68237, 1805, 69134, 3355, 25771, 5810, 1206, 1213, 1214, 8254, 3409, 3418, 37731, 34405, 64614, 370]"
406,0.0,[],"[261, 2125, 135]"
407,33.33,"[7153, 260]","[1291, 1196, 59315, 58559]"
408,27.27,"[4993, 8641, 260, 56775, 10, 5047, 98809, 1278, 58559]","[46976, 48394, 2571, 152077, 111759, 91542, 7324, 69278, 111781, 109487, 93363, 138036, 73017, 318, 71106, 5064, 8528, 3033, 55908, 2791, 165101, 1265, 1272, 47610]"
409,3.7,[858],"[3846, 910, 3099, 3868, 3869, 1694, 678, 39, 2599, 1193, 1194, 1197, 3504, 3526, 3543, 1242, 1247, 3040, 2657, 223, 3175, 1256, 1513, 111, 1394, 2683]"
410,19.51,"[2176, 3, 1252, 2186, 1963, 908, 3504, 913]","[2184, 3468, 527, 912, 1173, 3224, 1188, 1958, 427, 2731, 1073, 52, 1206, 1079, 1080, 58, 6460, 3134, 4160, 1859, 3911, 4175, 2769, 468, 3925, 3928, 3161, 2395, 1248, 3552, 1251, 4334, 4214]"
411,13.33,"[586, 454]","[448, 1, 2, 161, 296, 553, 11, 587, 150, 151, 316, 282, 380]"
412,19.05,"[904, 1244, 908, 1252]","[1537, 162, 34, 2150, 2759, 1610, 2763, 910, 1136, 17, 1617, 2770, 1172, 1269, 1147, 2108, 2239]"
413,46.67,"[1792, 1221, 296, 54286, 16, 68157, 64957]","[4993, 5574, 1704, 3624, 3147, 3408, 4890, 318]"
